_id,AID,AName,Description,Benefits,Breathing,awareness,Level,ImagePath,Variations
65f08d051bad35f99effc0bb,78,UTTHANASANA,"Stand erect with the feet about one metre apart. Tum the toes out to the sides where they remain throughout the practice. Interlock the fingers of both hands and let them hang loosely in front of the body. Stage I : Slowly bend the knees and lower the buttocks about 20 em. The knees should bend outward over the toes and the spine should be straight. Straighten the knees and return to the upright position. Stage 2: Bend the knees and descend about half a metre. Again return to the upright position. Stage 3: Bend the knees and lower the buttocks until the hands are about 30 em above the floor and then rise again. Stage 4: Finally, lower the buttocks until the hands rest on or as near as possible to the floor. Keep the arms and shoulders loose and avoid bending forward. Stay in the final position for a few seconds. Then return to the upright position and relax the body.",": This asana strengthens the muscles of the middle of the back, the pelvis, uterus, thighs, knees and ankles.",Exhale while lowering the body. Inhale while raising the body.,focus on the breath,Beginners,yoga_images/utthanasana.jpg,
65f08d051bad35f99effc0be,81,DWIKONASANA,"Stand erect with the feet 30 em apart. Extend the arms behind the back and interlock the fingers. This is the starting position. Bend fonvard from the hips so that the back and face are parallel with the floor. Raise the anus behind the back as high as possible without strain. The arms act as a lever and accentuate the stretch given to the shoulders and chest. Remain in the final position for a short time, lower the arms to the back, and then return to the upright position. Repeat up to 1 0 times.","This asana strengthens the muscles between the upper spine and the shoulder blades, and develops the chest and neck. It is especially good for young, growing bodies",Inhale while standing erect. Exhale while bending forward. Inhale while raising the arms. Exhale while lowering the arms. Inhale while returning to the upright position,"Physical - on the stretch of the arms, shoulders and upper back, on keeping the back straight and parallel to the floor, and on synchronizing the movement with the breath. Spiritual - on anahata chakra",Beginners,yoga_images/dwikonasana.jpg,
65f08d051bad35f99effc0c4,87,PADAHASTASANA,Bend fotward from the hips until the fingers or palms of the hands touch the floor on either side of the feet. Bring the forehead as close to the knees as is comfortable. Do not strain. Keep the knees straight.,improves flexibility,Exhale while bending fotward. Contract the abdomen in the final position to expel the maximum mnount of air from the lungs.,Physical - on the back and pelvic region. Spiritual - on swadhisthana chakra.,Beginners,yoga_images/padahastasana.jpg,
65f08d051bad35f99effc0c6,89,PARVATASANA,"Keep the hands and right foot still, and take the l«;ft foot back beside the right foot. Simultaneously, raise the buttocks and lower the head between the arms so that the back and legs form two sides of a triangle. The legs and arms straighten in the final position and the heels come down towards the floor in the fmal pose. Bring the head and shoulders towards the knees. Do not strain.","This pose strengthens the nerves and muscles in the limbs and back. It helps to increase height by stretching muscles and ligaments, enabling growing bones to grow longer. Circulation is stimulated, especially in the upper spine between the shoulder blades.",Exhale while taking the left leg back,"Physical - on the stretch through the Achilles tendons, the back of the legs, shoulders and throat region, and on relaxing the hips . Spiritual - on vishuddhi chakra.",Beginners,yoga_images/parvatasana.jpg,
65f08d051bad35f99effc0ca,93,Matsyasana (fish pose),"Sit in padmasana and relax the whole body.\nCarefully bend backward, supporting the body with the\narms and elbows. Lift the chest slightly, take the head back\nand lower the crown of the head to the floor.\nHold the big toes and rest the elbows on the floor.\nAdjust the position of the head so that the maxilnum arch\nof the back is attained.\nRelax the arms and the whole body, allowing the head,\nbuttocks and legs to support the weight of the body.\nClose the eyes and breathe slowly and deeply.\nReturn to the starting position, reversing the order of\nmovements.\nRepeat the asana, with the legs crossed the other way.","This asana stretches the intestines and abdominal\norgans and is useful for all abdominal ailments. To remove\nconstipation, drink 3 glasses of water and then perform\nthis asana. It also relieves inflamed and bleeding piles.\nThis practice is very good for asthma and bronchitis as it\nencourages deep respiration. It recirculates stagnant blood\nin the back, alleviating backache. It regulates the function\nof the thyroid gland and stimulates the thymus gland,\nboosting the immune system.\nThe pelvic region is given a good stretch and the pressure\nof the feet on the thighs greatly reduces blood circulation\nin the legs, diverting it to the pelvic organs. Youthfulness\nand vitality are increased.",Breathe deeply and slowly in the final position.,"Physical - on the abdomen, chest, neck and head\nor breath.",Intermediate,yoga_images/matsyasana_(fish_pose).jpg,"Variation I : This variation follows the basic technique except\nfor the position of the hands.\nInterlock the fingers of both hands. Place the hands behind\nthe head and rest the back of the head in the open palms.\nVariation 2: (for beginners)\nSit with the legs stretched forward.\nFold one leg, placing the foot on the opposite thigh as in\nardha padmasana, the half lotus pose.\nKeep the other leg straight in front of the body.\nSlowly bend backward, using the elbows for support, and\nlower the crown of the head to the floor.\nHold the foot of the bent leg with both hands.\nAccentuate the arch of the back as much as possible without\nstraining.\nRelax the whole body and close the eyes.\nRemain in the final position for a comfortable length of\ntime and then return to the starting position.\nRepeat the same pose with the other leg folded.\nAs an alternative, rest the back of the head on the floor\ninstead of the top of the head.\n\nVariation 3\n\nVariation 3: (for beginners)\nStretch both legs straight in front of the body.\nLean backward, using the arms for support, and rest the\ntop of the head on the floor. Arch the back and place both\npalms on the thighs or let them rest on the floor. As an\nalternative, this can be done from the lying position. Return\nto the starting position after some time in the final position."
65f08d051bad35f99effc0d0,99,Tiryaka Bhujangasana (twisting cobra pose),"Lie flat on the stomach with the legs separated about half\na metre. The toes should be tucked under and the heels\nraised so that the foot rests on the ball of the foot.\nPlace the paln1s of the hands flat on the floor, below and\nslightly to the side of the shoulders.\nThe fingers should be together and pointing forward. The\narms should be positioned so that the elbows point\nbackward and are close to the sides of the body.\nRest the forehead on the floor and close the eyes.\nRelax the whole body, especially the lower back.\nSlowly raise the head, neck and shoulders.\nStraightening the elbows, raise the trunk as high as\ncon1fortable. Use the back muscles more than the arm\nInuscles.\nThe head should be facing forward, instead of bending\nbackward as in bhujangasana.\nTwist the head and upper portion of the tn1nk, and look\nover the left shoulder.\nGaze at the heel of the right foot.\nIn the final position, the arms ren1ain straight or slightly\nbent as the shoulders and trunk are twisted.\nRelax the back and keep the navel close to the floor.\nStay in the final position for a few seconds.\nFace forward again and repeat the twist on the other side\n\n200\n\nwithout lowering the trunk.\nReturn to the centre and lower the body to the floor.\nThis is one round. Practise 3 to 5 rounds.","As for bhujangasana, with increased influence on\nthe arms and the intestines.","Inhale while raising the torso.\nExhale while twisting to the side, inhale to centre, exhale\nto the other side and again inhale to centre.\nExhale while lowering the torso to the floor.","Physical - on the stretch of the muscles of the\nback and intestines, and the diagonal stretch of the\nabdomen.\nSpiritual - on swadhisthana chakra.",Intermediate,yoga_images/tiryaka_bhujangasana_(twisting_cobra_pose).jpg,
65f08d051bad35f99effc0d7,106,Utthan Pristhasana (lizard pose),"Lie on the stomach with the arms crossed under the chest,\nthe hands holding the upper arms.\nSeparate the legs slightly and keep the feet flat.\nRaise the head so that the face looks fonvard.\nThis is the starting position.\nThe elbows should not move during the practice.\nRaise the trunk and buttocks so that the body is supported\nby the knees and elbows, as in the first diagram.\nStretch the torso back, placing the chin and chest on, or as\nclose as possible to, the floor behind the forearms.\nReturn to the raised position and then to the starting\nposition.\nThis is one round.","This asana exercises and strengthens the chest and\ndiaphragm. It tones the entire back and gives many benefits\nof inverted asanas with less risk of side effects. It is excellent\nfor relieving tightness between the shoulder blades. When\nheld for some time, it helps to relieve constipation and\npiles.","Inhale while raising the trunk, exhale into the\nstretch. Breathe normally while holding the position. Inhale\ncoming up onto the knees and elbows.\nExhale while lowering the body back to the ground.","Physical - on the stretch in the upper arms, should-\ners, chest and back, especially the region between the\n\nshoulder blades; on synchronizing the movement with the\nbreath.\nSpiritual - on swadhisthana, manipura or anahata chakra.",Intermediate,yoga_images/utthan_pristhasana_(lizard_pose).jpg,
65f08d051bad35f99effc0d9,108,Gomukhasana (cow's face pose),"Sit in dhyana veerasana so that the right knee is directly\nabove the left knee.\nStretch the left arm to the side and then fold it behind the\nback.\nStretch the right arm up above the head, then fold it over\nthe right shoulder.\nThe back of the left hand should lie in contact with the\nspine while the palm of the right hand rests against the\nspine.\nTry to clasp the fingers of both hands behind the back.\nBring the raised elbow behind the head so that the head\npresses against the inside of the raised arm.\nThe spine should be erect and the head back. Close the\neyes.\nStay in this position for up to 2 minutes.\nUnclasp the hands, straighten the legs and repeat with the\nleft knee uppermost and the left arm over the left shoulder.","Gomukhasana is an excellent asana for inducing\nrelaxation. If practised for 10 minutes or more, it will\n\nalleviate tiredness, tension and anxiety. It relieves back-\nache, sciatica, rheumatism and general stiffness in the\n\nshoulders and neck, and improves posture by increasing\nenergy, awareness, and generally opening the chest area.\nIt alleviates cramp in the legs and makes the leg muscles\nsupple.",Normal in the final position.,Physical - on respiration.\nSpiritual - on ajna or anahata chakra.,Intermediate,yoga_images/gomukhasana_(cow's_face_pose).jpg,
65f08d051bad35f99effc0db,110,Paschimottanasana (back stretching pose),"Sit on the floor with the legs outstretched, feet together\nand hands on the knees.\nThis is the starting position.\nRelax the whole body.\nSlowly bend forward from the hips, sliding the hands down\nthe legs. Try to grasp the big toes with the fingers and\nthumbs. If this is impossible, hold the heels, ankles or any\npart of the legs that can be reached comfortably. Move\nslowly without forcing or jerking.\nHold the position for a few seconds. Relax the back and\nleg muscles, allowing them to gently stretch.\nKeeping the legs straight and utilizing the arm muscles,\nnot the back muscles, begin to bend the elbows and gently\nbring the trunk down towards the legs, maintaining a firm\ngrip on the toes, feet or legs.\n223\n\nTry to touch the knees with the forehead. Do not strain.\nThis is the final position.\nHold the position for as long as is comfortable and relax.\nSlowly return to the starting position.\nThis is one round.","This asana stretches the hamstring muscles and\nincreases flexibility in the hip joints. It tones and massages\nthe entire abdominal and pelvic region, including the\nliver, pancreas, spleen, uro-genital system, kidneys and\nadrenal glands. It helps to remove excess weight in this\narea and stimulates circulation to the nerves and muscles\nof the spine.",Inhale in the starting position.\nExhale slowly while bending forward.\nInhale in the static position.\nExhale while bringing the trunk further towards the legs\nwith the arms.\nBreathe slowly and deeply in the final position or retain\nthe breath out if holding for a short duration.\nInhale while returning to the starting position.,"Physical - on the abdomen, relaxation of the back\nand leg muscles, or the slow breathing process.\nSpiritual - on swadhisthana chakra.",Intermediate,yoga_images/paschimottanasana_(back_stretching_pose).jpg,
65f08d051bad35f99effc0e0,115,Hasta Pada Angushthasana (finger to toe stretch),"Lie on the right side with the arms stretched over the\nhead, so that the whole body is balanced in one straight\nline along the floor. The palm of the left hand should rest\non top of the palm of the right hand.\nThe left foot should rest on top of the right foot.\nThis is the starting position.\nKeep the arms and legs straight throughout the practice.\nRaise the left leg and arm to their full extent and, keeping\nthem straight, take hold of the big toe without bending the\nknee. If this is impossible, take hold of a suitable point on\nthe leg to give support while gently stretching the hip.\nThis is the final position.\nHold the final position for a short duration.\nLower the arm and leg to the starting position.\nPractise a maximum of 10 times on this side.\nLie in shavasana to relax with normal breathing.\nRoll over to the other side and repeat.","This practice makes the hip joints flexible. It helps\nthe proper development and shaping of the pelvis in young\ngirls. It reduces excess weight on the hips and thighs and\ndevelops a sense of balance and coordination, making the\nposture and gait more steady and graceful.",Inhale while raising the limbs.\nExhale while lowering.,"Physical - on the stretch in the hip and raised leg\nwhile holding the pose, on the balance, or on synchronizing\nthe movement with the breath,\nSpiritual - on mooladhara or swadhisthana chakra.",Intermediate,yoga_images/hasta_pada_angushthasana_(finger_to_toe_stretch).jpg,
65f08d051bad35f99effc0e1,116,Meru Akarshanasana (spinal bending pose),"Lie on the right side with the left leg on top of the right\nleg.\nBend the right arm, placing the elbow on the floor.\nRaise the torso and head, supporting them on the right\nelbow.\nRest the head in the right palm. The forearm and upper\narm should be nearly vertical.\nPlace the left arm on the left thigh.\nThis is the starting position.\nRaise the left leg as high as possible without straining, and\nslide the left hand to the foot and grasp the big toe. If this\nis too difficult, hold the leg as close to the foot as possible.\nKeep the legs straight. This is the final position.\nLower the raised leg and arm to the starting position.\nPractise a maximum of 10 times. Relax in shavasana.\nRepeat on the other side.","This asana relaxes the hamstring, inner thigh and\nabdominal muscles and stretches the muscles of the sides\nof the body, rendering them stronger and more flexible. It\nreduces weight on the hips and thighs and develops a\nsense of balance and coordination, making the posture\nand gait more steady and graceful.",Inhale while raising the arm and leg.\nRetain the breath in while holding the final position.\nExhale while lowering.,"Physical - on synchronizing the movement with\nthe breath, on the stretch in the hip and raised leg while\nholding the pose.\nSpiritual - on swadhisthana chakra.",Intermediate,yoga_images/meru_akarshanasana_(spinal_bending_pose).jpg,"Instead of raising the torso, bend the right elbow\nand rest the head on the inside of the right arm. The rest\nof the practice is the same as above."
65f08d051bad35f99effc0e4,119,Eka Padottanasana (one leg raised to head pose),"Sit with the legs outstretched.\nBend the right knee and place the foot flat on the floor in\nfront of the right buttock.\nFold the left leg, keeping the knee on the ground, and\nplace the heel under the perineum.\nInterlock the fingers under the sole of the right foot.\nThis is the starting position.\nRaise the right foot and straighten the knee. Keep the\nspine straight.\nBring the knee to the nose.\nHold the pose for as long as is comfortable.\nBend the knee and lower the foot to the floor.\nPractise a maximum of 5 times.\nRepeat on the other side.",This asana renders the hamstring muscles and hip\njoints flexible. It tones the adrenals and reproductive\nsystem.,Inhale in the starting position.\nRetain the breath in while raising and lowering the leg.\nRetain the breath in the final position or breathe normally\nif held for an extended duration.\nExhale in the starting position.,"Physical - on relaxation of the muscles of the\nstraight leg, particularly the hamstrings.\nSpiritual - on manipura chakra.",Intermediate,yoga_images/eka_padottanasana_(one_leg_raised_to_head_pose).jpg,
65f08d051bad35f99effc0e9,124,Bhumi Pada Mastakasana (half headstand),"Assume matjari-asana.\nTum the toes under.\nPlace the crown of the head on the floor between the\nhands. Straighten the knees and raise the buttocks,\nbalancing on the head and feet.\nBring the heels together and separate the toes.\nRaise the arms and clasp the hands or take hold of one\nwrist behind the back.\nCome up onto the toes as high as possible.\nHold the final pose for as long as is comfortable.\nLower the arms and place the hands beside the head.\nSlowly return to marjari-asana and then lower into\nshashankasana for a few moments.\nThis is one round.\nAfter completing the practice, lie in shavasana before\ncontinuing with the counterpose.",improves flexibility,Normal breathing.,"Physical - on the sensation at the crown of the\nhead, in the neck and spine, on the balance and breath.\nSpiritual - on sahasrara chakra.",Intermediate,yoga_images/bhumi_pada_mastakasana_(half_headstand).jpg,
65f08d051bad35f99effc0ea,125,Vipareeta Karani Asana (inverted pose),"Lie flat on the back with the legs and feet together in a\nstraight line. Place the hands and arms close to the body\nwith the palms facing down.\nRelax the whole body.\nRaise both legs, keeping them straight and together.\nMove the legs over the body towards the head.\nPush down on the arms and hands, raising the buttocks.\nRoll the spine from the floor, taking the legs further over\nthe head.\nTurn the palms up, bend the elbows and let the top of the\nhips rest on the base of the palms near the wrist. The\nhands cup the hips and support the weight of the body.\nRaise the legs to the vertical position and relax the feet.\nIn the final position, the weight of the body rests on the\nshoulders, neck and elbows, the trunk is at a 45 degree\nangle to the floor and the legs are vertical. Note that the\nchin does not press firmly against the chest.\nClose the eyes and relax in the final pose for as long as is\ncomfortable.\nTo return to the starting position, lower the legs over the\nhead, then place the arms and hands close to the body,\npalms facing down.\nSlowly lower the spine, vertebra by vertebra, along the\nfloor.\nDo not lift the head.\nWhen the buttocks reach the floor, lower the legs, keeping\nthem straight.\nRelax the body in shavasana.",improves flexibility,"Inhale while in the lying position.Retain the breath inside while assuming the final pose.\nOnce the body is steady in the final pose, practise normal\nor ujjayi breathing.\nRetain the breath inside while lowering the body to the\nfloor.",focus on the breath,Intermediate,yoga_images/vipareeta_karani_asana_(inverted_pose).jpg,
65f08d051bad35f99effc0ed,128,Padma Sarvangasana (shoulder stand lotus pose),Assume satvangasana.\nFold the legs into padmasana in the final pose.,"As for sarvangasana, except that free drainage of\nblood from the legs is impeded; therefore, it is not effective\nin the treatment of piles or varicose veins. However, this\nasana gives an additional stretch and massage to the pelvic\nregion and internal organs. It strengthens and coordinates\nthe leg muscles and improves the sense of balance.","Breathe normally while relaxing, then inhale deeply\nand retain the breath while raising the legs and coming\ninto satvangasana.\nPractise normal breathing in the final pose, then inhale\nand retain the breath while releasing back to the floor.","Physical - on the legs, spine and neck, on control\nof the movement, and on the breath.\nSpiritual - on vishuddhi chakra.",Intermediate,yoga_images/padma_sarvangasana_(shoulder_stand_lotus_pose).jpg,
65f08d051bad35f99effc0f8,139,Eka Pada Pranamasana (one-legged prayer pose),"Stand upright with the feet together and the arms at the\nsides. Focus the gaze on a fixed point in front of the body.\nBend the right leg, grasp the ankle and place the sole of\nthe foot on the inside of the left thigh. The heel should be\nclose to the perineum and the right knee should point out\nto the side.\nWhen the body is balanced, place the hands in prayer\nposition in front of the chest for the final position.\nRelease the hands and then the foot.\nRelax completely in the starting position, and change\nsides.","This asana develops nervous balance. It also streng-\nthens the leg, ankle and foot muscles.",Breathe normally throughout the practice.,Physical - on a fixed point at eye level.\nSpiritual - on ajna or anahata chakra.,Intermediate,yoga_images/eka_pada_pranamasana_(one-legged_prayer_pose).jpg,
65f08d051bad35f99effc0fb,142,Tandavasana (Lord Shiva's dance),"Stand upright with the feet slightly apart.\nBend and raise the left knee so the thigh is horizontal, the\nfoot pointing away from the body and slightly to the right ·\nof the right leg. Bend the right knee slightly. Place the left arm across the body in line with the left\nthigh, with the palm and fingers facing down.\nBend the right elbow so that the right palm faces forward\nand the forearm is vertical.\nThe right elbow should be just behind the left wrist.\nPractise jnana mudra with the right hand and gaze toward\nthe horizon.\nThis is the final position.","This asana balances the nervous system, develops\ncontrol of the body and mental concentration, and makes\nthe legs supple.",Breathe normally throughout the practice.,Physical - on maintaining balance while focusing\non jnana mudra.\nSpiritual - on ajna chakra.,Intermediate,yoga_images/tandavasana_(lord_shiva's_dance).jpg,
65f08d051bad35f99effc0ff,146,Bakasana (crane pose),"Relax in the standing position with the feet together.\nRaise the arms in front of the body over the head.\nBend forward from the hips, transferring the weight to the\nright foot, and touch the toes of the right foot with both\nhands. Simultaneously, slowly stretch the left leg behind,\nraising it as high as is comfortable and bring the forehead\ntowards the right knee.\nKeep both legs straight.\nTo release, lower the leg and return to the upright position,\nkeeping the arms straight as they are raised above the\nhead. Then lower the arms and relax in the standing\nposition.\nRepeat the practice on the other side.","Strengthens the back, hip and leg muscles, improves\nblood circulation and gives a beneficial compression to the\nabdominal organs. It aids concentration, balance and\nnervous coordination.",Inhale while raising the arms.\nExhale while bending forward.\nBreathe normally in the final position.\nInhale while returning to the upright position.\nExhale while lowering the arms.,Physical - on maintaining balance.\nSpiritual - on swadhisthana or manipura chakra.,Intermediate,yoga_images/bakasana_(crane_pose).jpg,
65f08d051bad35f99effc104,151,Ardha Baddha Padmottanasana (half lotus forward bending),"Stand with the feet together. Focus the gaze on a fixed point. While balancing on the left leg, bend the right knee and place the foot as high as possible on the left thigh, in the half lotus position. Raise the arms above the head and interlock the fingers, palms down. The elbows should be straight. 305 Relax and steady the whole body. This is the starting position. Slowly bend fotward, keeping the arms straight. Bring the interlocked fingers down to the left foot or place the palms of the hands flat on the floor. Bring the forehead to the left knee. Hold the final position for as long as is comfortable. Slowly raise the torso and arms to the starting position with the hands above the head. Lower the arms beside the body and release the right leg. Close the eyes and relax in the standing position with both feet on the floor. Repeat on the other side.","This asana stimulates digestion, removes constipation, improves blood circulation and strengthens the legs.",Inhale in the starting position. Exhale while bending forward. Breathe normally in the final position. Inhale while returning to the starting position. Exhale while lowering the arms.,focus on the breath,Intermediate,yoga_images/ardha_baddha_padmottanasana_(half_lotus_forward_bending).jpg,
65f08d051bad35f99effc10a,157,Eka Hasta Bhujasana (single hand and arm pose),"Sit on the floor with both legs outstretched.\nBend the left leg and place the inner knee as high as\npossible on the outside of the left upper arm.\nSqueeze so that there is a grip between the leg and the arm\ncapable of bearing some weight.\nPlace both palms flat on the floor with the right palm on\nthe outside of the right leg.\nFocus on a fixed point.\nRaise the whole body off the ground, keeping the right leg\nstraight and parallel to the floor between the arms.\nHold the final position for a comfortable length of time.\nLower the body to the floor and completely relax in the\nseated position.\nRepeat the practice with the left leg held straight.","This asana strengthens the arm muscles and increases\nflexibility in the shoulders, hips and lower back. It\n\nstrengthens the abdominal organs and tones the perin-\neum as the muscles contract. Thus it helps with the\n\npreservation of sexual energy for spiritual purposes.",inhale or exhale,focus on the breath,Intermediate,yoga_images/eka_hasta_bhujasana_(single_hand_and_arm_pose).jpg,
65f08d051bad35f99effc10b,158,Hamsasana (swan pose),"Kneel on the floor with the feet together and the knees apart. Place the palms flat on the floor with the fingers pointing towards the feet. Bring the wrists and forearms together so that they touch. Lean fonvard so that the abdomen rests on top of the elbows and the chest rests on the upper arms. Maintain the balance and slowly stretch the legs backward until they are straight. 314 Keep the feet together and place the tips of the toes on the floor. Raise the head slightly and focus the gaze on a fixed point in front at eye level. In the final position, all the weight of the body should rest on the hands and the tips of the toes. Hold the position for as long as is comfortable. Do not strain. Lower the knees to the floor and sit up in vajrasana. Relax the whole body.","Hamsasana massages and stimulates the abdominal organs and muscles, and is beneficial for a healthy digestive system.","Exhale completely before moving into the first position. Hold the breath out if holding the final position for a short time, or breathe deeply and slowly if holding the pose for an extended period. Hold the breath out when lowering the body. Inhale after returning to the sitting position.","Physical - on the abdomen, the sense of balance and on the breath. Spiritual - on manipura chakra.",Intermediate,yoga_images/hamsasana_(swan_pose).jpg,
65f08d051bad35f99effc114,167,Parighasana (beam or cross-bar pose),"Kneel on the floor with the ankles together, toes flat on the floor and the trunk upright. Mentally relax the whole body. Stretch the right leg sideways to the right, keeping it in line with the trunk and the left knee. Tum the right toes in slightly and rest the sole of the right foot on the ground. Raise the arms sideways at shoulder level so that they form one straight line. Move the trunk and right arm towards the extended leg. Rest the right forearm and wrist on the right shin and ankle respectively, with the right palm facing upward. The right ear will then rest on the right upper ann. Move the left arm over the head and place the left palm on top of the right palm. The left ear will now touch the left upper arm. Make sure that the head and trunk face foiWard so the front of the body lies in one plane. This is the final position. Remain in this pose for as long as is comfortable, up to one minute. Come back to the upright position. Bend the right leg and kneel on the floor, keeping the ankles together in the starting position. 335 Repeat the pose on the other side for an equal length of time. Practise once on each side.","This posture gives a good lateral stretch to the pelvic region and trunk. It massages the abdominal muscles and organs, helping to prevent accumulation of fat and sagging skin around the abdomen",: Inhale while raising the arms horizontally. Exhale while bending to the side. Breathe normally in the final position.,Physical - on the lateral stretch and on maintaining balance. Spiritual - on ajna chakra.,Advanced,yoga_images/parighasana_(beam_or_cross-bar_pose).jpg,
65f08d051bad35f99effc127,186,Vishwamitrasana (Sage Vishwamitra's pose),"Stand upright with the anns by the sides and the feet together. Close the eyes and mentally relax the whole body. Open the eyes, slowly bend foiWard from the hips and place the palms on the floor beside the feet. Without moving the hands, take the legs back about 1 20 to 1 50 em and rest the crown of the head on the floor with the buttocks raised. 365 Raise the head, swing the right leg over the right hand and place the back of the right thigh on the back of the upper part of the right arm. The right foot should not touch the floor. Immediately, tum the body to the left, place the left ann along the left thigh and balance. Turn the left foot sideways and press the heel on the floor. Straighten the right leg. Stretch the left arm up vertically from the shoulder and gaze at the upstretched left hand. This is the final position. Hold for as long as is comfortable. Release the right leg and return to the starting position. Repeat the pose for the same length of time on the other side","This asana stretches and tones the muscles of the arms and legs, and the sciatic nerves. It strengthens the internal organs, improves concentration and the sense of balance.",Inhale as the arm moves up. Exhale as the arm comes down,Physical - on maintaining balance. Spiritual - on mooladhara chakra.,Beginners,yoga_images/vishwamitrasana_(sage_vishwamitra's_pose).jpg,
65f08d051bad35f99effc128,187,NADI SHODHANA PRANAYAMA,"Hold the fingers of the right hand in front of the face.\nRest the index and middle fingers gently on the eyebrow\ncentre. Both fingers should be relaxed.\nThe thumb is above the right nostril and the ring finger\nabove the left. These two digits control the flow of breath\nin the nostrils by alternately pressing on one nostril,\nblocking the flow of breath, and then the other.\nThe little finger is comfortably folded. When practising\nfor long periods, the elbow may be supported in the pahn\nof the left hand, although care is needed to prevent chest\nrestriction. ","Technique 1 increases awareness of and sensitivity\nto the breath in the nostrils. Minor blockages are removed\nand the flow of breath in both nostrils becomes more\nbalanced. Breathing through the left nostril tends to\nactivate the right brain hemisphere; breathing through\nthe right nostril activates the left hemisphere. The long, slow, balanced breathing of stage 2 has profound effects,\ncalming and balancing the energies. "," Breathing should be silent in all techniques of\nnadi shodhana, ensuring that it is not forced or restricted\nIn any way.\nAs the ratio and duration increases, the breath becomes\nvery light and subtle. Increased ratios and breath duration\nshould not be attained at the expense of relaxation, rhythm\nand awareness. The flow of breath must be smooth, with\nno jerks, throughout the practice. ",Physical - on the breath and the counting.\nMental - it is easy for the mind to wander during nadi\nshodhana. Simply be aware of this wandering tendency of\nthe mind while continuing the practice and the count.\nThis will automatically encourage the awareness to return\nto the practice.\nSpiritual - on ajna chakra. ,Beginners,yoga_images/nadi_shodhana_pranayama.jpg,
65f08d051bad35f99effc12a,189,SHEETKARI PRANAYAMA ,"Sit in any comfortable meditation posture.\nClose the eyes and relax the whole body.\nHold the teeth lightly together.\nSeparate the lips, exposing the teeth.\nThe tongue may be kept flat or folded against the soft\npalate in khechari mudra.\nInhale slowly and deeply through the teeth.\nAt the end of the inhalation, close the mouth.\nExhale slowly through the nose in a controlled manner.\nThis is one round. ",improves flexibility,inhale or exhale,On the hissing sound and the cooling sensation\nof the inhaled breath. ,Beginners,yoga_images/sheetkari_pranayama_.jpg,"Sheetali is derived from the root sheet, which means 'cold'.\nSheetal means 'that which is calm, passionless and soothing'. "
65f08d051bad35f99effc12c,191,UJJAYI PRANAYAMA ,"Sit in any comfortable meditation asana.\nClose the eyes and relax the whole body.\nTake the awareness to the breath in the nostrils and allow\nthe breathing to become calm and rhythmic.\nAfter some time, transfer the awareness to the throat.\nFeel or imagine that the breath is being drawn in and out\nthrough the throat and not through the nostrils, as if it is\ntaking place through a small hole in the throat.\nAs the breathing becomes slower and deeper, gently\ncontract the glottis so that a soft snoring sound, like the\nbreathing of a sleeping baby, is produced in the throat. If\npractised correctly, there will be a spontaneous contraction\nof the abdomen, without any effort being made.\nBoth inhalation and exhalation should be long, deep and\ncontrolled.\nPractise yogic breathing while concentrating on the sound\nproduced by the breath in the throat.\nThe sound of the breath should be audible to the\npractitioner alone", Ujjayi is classified as a tranquillizing pranayama and\nit also has a heating effect on the body. This practice\nsoothes the nervous system and calms the mind. It has a\nprofoundly relaxing effect at the psychic level. It helps to\nrelieve insomnia and may be practised in shavasana just\nbefore sleep. It slows down the heart rate and is useful for\npeople suffering from high blood pressure.,": Begin with 10 breaths and slowly increase to 5\nminutes for general benefits.\nAs an adjunct to meditation or mantra repetition, practise\nfor 10 to 20 minutes. ","When this breathing has been mastered, fold the\ntongue back into khechari n1udra (refer to the section\nMudra).\nIf the tongue becomes tired, release it, while continuing\nthe ujjayi breathing. When the tongue is rested, again fold\nit back. ",Beginners,yoga_images/ujjayi_pranayama_.jpg,
